Timestamp,Measurement 1,Measurement 2,Measurement 3
7/9/2022 4:55:03 PM,2.450736,5.358661,10.724549
7/9/2022 4:55:04 PM,2.573451,5.255171,10.045217
7/9/2022 4:55:05 PM,2.852038,5.369825,10.342134
7/9/2022 4:55:06 PM,2.561484,5.316181,10.567312
7/9/2022 4:55:07 PM,2.677489,4.761753,10.312443
7/9/2022 4:55:08 PM,2.791746,4.720630,10.603903
7/9/2022 4:55:09 PM,2.421084,5.569835,10.758552
7/9/2022 4:55:11 PM,3.330991,4.776229,10.746777
7/9/2022 4:55:12 PM,2.452852,4.726586,11.554278
7/9/2022 4:55:13 PM,2.818497,5.568201,10.929149
7/9/2022 4:55:14 PM,2.970757,5.088369,11.019032
7/9/2022 4:55:15 PM,3.020429,5.009236,11.666600
7/9/2022 4:55:16 PM,2.764203,4.959489,11.956420
7/9/2022 4:55:17 PM,2.958216,5.841620,11.251026
7/9/2022 4:55:18 PM,3.263055,5.520921,11.558365
7/9/2022 4:55:19 PM,2.782882,5.053334,12.310890
7/9/2022 4:55:20 PM,3.181306,5.373371,12.083560
7/9/2022 4:55:21 PM,2.770826,5.703144,11.855257
7/9/2022 4:55:23 PM,2.817270,5.974090,11.985816
7/9/2022 4:55:24 PM,2.958767,5.665384,12.404879
7/9/2022 4:55:25 PM,2.858488,5.298335,12.122884
7/9/2022 4:55:26 PM,3.482940,6.217459,12.458672
7/9/2022 4:55:27 PM,3.442789,5.491831,12.225019
7/9/2022 4:55:28 PM,2.808963,5.978104,12.478762
7/9/2022 4:55:29 PM,3.199837,5.871427,13.204898
7/9/2022 4:55:30 PM,3.127744,5.941831,12.591542
7/9/2022 4:55:31 PM,3.086509,5.782409,12.963260
7/9/2022 4:55:32 PM,3.134766,6.160139,12.704835
7/9/2022 4:55:33 PM,2.957317,5.923161,13.457083
7/9/2022 4:55:35 PM,3.408678,6.618360,13.216963
7/9/2022 4:55:36 PM,3.179298,6.150478,13.427089
7/9/2022 4:55:37 PM,3.816616,6.230520,13.941281
7/9/2022 4:55:38 PM,3.165654,6.214617,13.641303
7/9/2022 4:55:39 PM,3.770512,6.494192,13.632201
7/9/2022 4:55:40 PM,3.788266,6.875986,14.051307
7/9/2022 4:55:41 PM,3.869044,6.891445,13.576173
7/9/2022 4:55:42 PM,3.099375,6.819564,14.097049
7/9/2022 4:55:43 PM,3.509149,6.059191,14.347648
7/9/2022 4:55:44 PM,3.856372,6.235686,14.324877
7/9/2022 4:55:46 PM,3.288690,6.864725,14.837312
7/9/2022 4:55:47 PM,3.455403,6.744573,14.005478
7/9/2022 4:55:48 PM,3.861820,6.915667,15.008852
7/9/2022 4:55:49 PM,3.810809,6.683587,14.564567
7/9/2022 4:55:50 PM,3.313010,6.830364,14.544809
7/9/2022 4:55:51 PM,3.965126,7.225684,15.225626
7/9/2022 4:55:52 PM,3.475828,7.136970,14.709852
7/9/2022 4:55:53 PM,3.510871,6.520352,14.817700
7/9/2022 4:55:54 PM,3.524719,6.483015,14.868304
7/9/2022 4:55:55 PM,3.458677,6.982069,15.201623
7/9/2022 4:55:56 PM,4.073748,6.682668,14.905321
7/9/2022 4:55:58 PM,4.090003,7.480839,15.449884
7/9/2022 4:55:59 PM,4.279911,7.238210,15.335411
7/9/2022 4:56:00 PM,4.081384,7.002091,15.480409
